"prob_gron","prob_todd","prob_epcon","prob_u.asam","prob_u.dr"
10.39,31.13,2.27,0,0
0,0,0,0,0
0.07,0,0,0,0
1.48,1.78,0,0,0
13.07,25.39,7.41,0.06,0.17
2.2,4.41,1.2,0.04,0.01
0.19,0.39,0,0,0
6.89,21.56,1.11,0,0.02
2.32,5.62,0.57,0,0
1.33,1.93,0,0,0
5.87,22.19,0.24,0,0
1.11,0,0,0,0
1.09,0,0,0,0
0.92,1.6,0,0,0
0,0,0,0,0
2.31,7.21,0.02,0,0
0.88,0.01,0,0,0
10.58,27.12,4.36,0,0.03
0.97,0,0,0,0
13.06,42.75,1.32,0,0
3.64,12.8,0.09,0,0
1.81,5.12,0.43,0,0
10.31,29.68,3.17,0,0
1.54,3.93,0,0,0
3.87,12.49,0.61,0,0
0.93,0.11,0,0,0
0.53,0.43,0,0,0
17.6,45.39,5.7,0,0
2.31,7.24,0.05,0,0
0,0,0,0,0
1.05,0.4,0,0,0
0.89,0,0,0,0
8.77,22.16,3.82,0,0
39.76,54.69,31.91,2.94,2.48
6.3,32.72,0,0,0
14.99,32.56,7.88,0.05,0.05
13.08,41.8,0.44,0,0
0.19,0,0,0,0
0,0,0,0,0
3.53,9.25,1.07,0,0.01
2.29,6.22,0.03,0,0
0.81,1.56,0,0,0
1.22,3.28,0.02,0,0
1.1,0,0,0,0
1.58,4.9,0.2,0,0
0.71,1.55,0.04,0,0
0.2,0.04,0,0,0
2.67,7.43,0.25,0,0
10.97,20.61,6.78,0.13,0.14
0.11,0.08,0,0,0
2.45,3.84,0,0,0
0.78,0.6,0,0,0
2.68,9.48,0.05,0,0
0.94,0,0,0,0
0.3,0,0,0,0
1.03,0,0,0,0
52.62,76.32,42.62,0.04,0.14
24.62,49.41,14.59,0.05,0.1
1.02,0,0,0,0
1.05,1.66,0,0,0
14.22,31.1,7.09,0.05,0.06
1.21,0.55,0,0,0
0.9,0.03,0,0,0
1.03,0,0,0,0
1.57,2.89,0,0,0
2.75,6.1,1.4,0.02,0.01
0.86,1.83,0.03,0,0
0,0,0,0,0
0.39,0.03,0,0,0
2.74,12.15,0,0,0
3.89,14.31,0.24,0,0
6.1,25.41,0.26,0,0
1.03,0.06,0,0,0
0.06,0,0,0,0
14.31,31.11,7.55,0.03,0.04
0.78,0.34,0,0,0
1.03,0,0,0,0
1.79,1.7,0,0,0
13.95,25.17,9.05,0.13,0.16
3.99,12.13,0.57,0,0
0,0,0,0,0
26.76,51.74,16.22,0.01,0.01
3.39,16.56,0.02,0,0
30.65,60.62,7.55,0,0
0.12,0,0,0,0
11.01,27.8,3.72,0,0
6.51,27.02,0.07,0,0
0.43,0.07,0,0,0
6.08,27.6,0.04,0,0
0,0,0,0,0
8.93,32.99,0.6,0,0
2.33,5.5,0.7,0,0
2.29,8.97,0,0,0
0.01,0,0,0,0
2.42,9.97,0.04,0,0
2.26,0,0,0,0
4.28,13.05,0.83,0,0
6.54,25.23,0.57,0,0
3.44,17.31,0,0,0
4.77,20.95,0.11,0,0
2.65,5.06,1.3,0.03,0.02
0.72,0.02,0,0,0
4.82,11.38,2,0.01,0.01
0.11,0.01,0,0,0
12.67,40.42,0,0,0
0.74,2.01,0.06,0,0
3.18,9.7,0.43,0,0
7.47,30.26,0.24,0,0
5.6,18.8,0.68,0,0
5.25,22.05,0.36,0,0
2.83,12.98,0,0,0
0.9,1.13,0,0,0
1.41,3.79,0.09,0,0
18.8,30.75,13.64,0.66,0.63
3.8,14.17,0.03,0,0
0.11,0,0,0,0
0,0,0,0,0
2.08,5.91,0.01,0,0
3.49,13.13,0.04,0,0
4.03,16.52,0.12,0,0
1.06,0,0,0,0
6.18,25.79,0.13,0,0
31.63,61.46,17.07,0,0
0.03,0,0,0,0
17.79,37.03,9.93,0.06,0.07
32.93,60.13,26.66,0,0.03
6.04,31.17,0,0,0
0.99,1.75,0,0,0
6.3,16.45,2.37,0,0.02
0.8,0.82,0,0,0
2.03,5.7,0.32,0,0
5.41,19.76,0.35,0,0
1.54,4.25,0.1,0,0
6.5,27.24,0.02,0,0
0.08,0.06,0,0,0
2.04,5.51,0.31,0,0
1.53,2.59,0,0,0
0.07,0,0,0,0
1.81,4.48,0.78,0,0
1.18,0,0,0,0
1.93,5.8,0.16,0,0
2.28,6.6,0.01,0,0
3.29,10.17,0.54,0,0
0.2,0,0,0,0
0.13,0.01,0,0,0
0.87,0.12,0,0,0
1.99,6.19,0,0,0
0.31,0.01,0,0,0
6.93,25.1,0.72,0,0
4.59,19.98,0.06,0,0
0.75,0.02,0,0,0
20.29,35.58,12.91,0.12,0.25
0.01,0,0,0,0
2.17,6.55,0,0,0
1.99,5.52,0.03,0,0
2.81,10.06,0.23,0,0
1.55,1.47,0,0,0
14.5,30.66,7.22,0.07,0.06
1.54,4.22,0.38,0,0
4.38,19.1,0.02,0,0
0.06,0,0,0,0
0.21,0.08,0,0,0
0.08,0.14,0,0,0
0.74,1.17,0,0,0
0.03,0,0,0,0
6.89,19.24,1.94,0,0
0.07,0.05,0,0,0
6.7,34.96,0.01,0,0
12.78,40.42,0,0,0
4.09,10,1.74,0.01,0.05
16.47,34.14,9.11,0.03,0.03
0.95,0.41,0,0,0
1.96,5.18,0,0,0
38.07,55.61,29.08,0.72,0.71
2.19,5.41,0.45,0,0
0.02,0,0,0,0
0,0,0,0,0
1.08,0,0,0,0
6.61,14.51,3.24,0.07,0.05
0,0,0,0,0
0.64,1.72,0.12,0,0
4,9.23,1.66,0,0.02
10.74,30.49,2.69,0,0
0.09,0,0,0,0
2.53,7.86,0.07,0,0
26.51,54.58,14.69,0,0.01
1.09,0,0,0,0
0.11,0.03,0,0,0
2.88,13.2,0,0,0
1.25,0.66,0,0,0
0,0,0,0,0
1.13,2.53,0,0,0
2.92,7.59,0.47,0,0
2.38,9.45,0,0,0
9.89,29.36,1.68,0,0
11.04,40.03,0.63,0,0
0,0,0,0,0
0.86,0.09,0,0,0
0.19,0.11,0,0,0
1.23,0.47,0,0,0
1.85,4.27,0,0,0
3.97,20.15,0,0,0
1.05,0,0,0,0
3.08,6.87,1.7,0.02,0.04
13.67,43.49,0.5,0,0
0.59,0.06,0,0,0
0.04,0,0,0,0
19.76,37.59,12.51,0.16,0.18
4.67,18.12,0.44,0,0
0.08,0,0,0,0
1.09,2.16,0,0,0
6.85,21.08,1.74,0,0.02
9.44,20.81,4.8,0.02,0.04
0,0,0,0,0
1.73,3.64,0,0,0
0.7,0.01,0,0,0
60.48,75.18,51.84,4.21,3.61
1.5,2.8,0,0,0
12.1,31.24,4.49,0,0.02
0.03,0,0,0,0
13.54,44.06,0.74,0,0
0,0,0,0,0
0.27,0,0,0,0
1.26,2.9,0.04,0,0
1.23,0,0,0,0
0,0,0,0,0
0,0,0,0,0
18.74,34.49,11.49,0.13,0.06
0.98,0.96,0,0,0
11.3,22.31,6.7,0.1,0.12
1.64,1.44,0,0,0
3.2,13.95,0,0,0
11.02,27.99,4.61,0.01,0.02
0.67,0.98,0,0,0
0.46,0.56,0,0,0
11.22,26.39,5.01,0.01,0.03
0.21,0.08,0,0,0
0.11,0,0,0,0
3.53,9.13,0.63,0,0
6,14.85,2.36,0.03,0.03
0.79,0.05,0,0,0
1.59,1.23,0,0,0
7.46,22.17,1.92,0,0
6.85,17.51,2.2,0,0.01
1.45,4.33,0.09,0,0
1.02,3.07,0.06,0,0
0.91,1.38,0,0,0
0.05,0.01,0,0,0
4.19,14.53,0.21,0,0
0,0,0,0,0
1.09,0,0,0,0
1.32,3.57,0.15,0,0
1.45,1.87,0,0,0
3.38,12.04,0.09,0,0
0.89,1.77,0.03,0,0
0.06,0,0,0,0
0.66,0.06,0,0,0
0.06,0,0,0,0
1.54,0.15,0,0,0
0.36,0.05,0,0,0
0,0,0,0,0
1.01,0,0,0,0
11.05,39.54,0.49,0,0
17.12,42.66,7.33,0,0
15.21,38.13,5.56,0,0
1.36,3.7,0,0,0
9.09,39.32,0,0,0
0,0,0,0,0
2.92,11.01,0,0,0
3.7,11.61,0.7,0,0
0,0,0,0,0
0,0,0,0,0
1.97,6.28,0,0,0
1.02,0,0,0,0
0.98,0.61,0,0,0
0.71,0,0,0,0
0.57,0.14,0,0,0
0.22,0.25,0,0,0
4.05,10.49,1.4,0,0
0.39,0,0,0,0
0,0,0,0,0
9.45,31.4,1.89,0,0
0.46,0.08,0,0,0
2.03,5.68,0.09,0,0
5.96,27.75,0.24,0,0
3.01,12.75,0,0,0
1.45,4.19,0.1,0,0
0,0,0,0,0
0.98,1.48,0,0,0
1.35,0.72,0,0,0
1.14,1.68,0,0,0
2.41,7.85,0.05,0,0
11.27,26.93,4.47,0.01,0.02
0.93,0,0,0,0
3.67,17.43,0,0,0
32.18,53.82,22.58,0.17,0.21
0.03,0,0,0,0
0,0,0,0,0
2.91,12.3,0,0,0
1.07,0.06,0,0,0
0.3,0.51,0.02,0,0
2.02,6.18,0,0,0
0.6,0,0,0,0
12.56,40.52,2.66,0,0
11.13,38.94,0,0,0.01
0.1,0.02,0,0,0
1.33,2.78,0.48,0.01,0.02
1.24,3.21,0.03,0,0
0.52,0.11,0,0,0
34.21,63.41,20.24,0,0.06
0,0,0,0,0
0.26,0.47,0,0,0
0.06,0,0,0,0
0,0,0,0,0
9.05,18.98,4.75,0.08,0.1
5.6,32.49,0,0,0
9.04,19.76,4.81,0.03,0.05
5.72,22.13,0.08,0,0
0.06,0,0,0,0
5.18,21.78,0.07,0,0
11.26,38.62,0.87,0,0
1.69,4.13,0.18,0,0
0,0,0,0,0
7.55,35.66,0.02,0,0
0.22,0.44,0,0,0
1.44,4.01,0.24,0,0
34.64,48.97,28.16,2.39,2.23
0,0,0,0,0
5.01,11.43,2.71,0.04,0.13
1.15,3.1,0,0,0
0.64,1.32,0.01,0,0
6.14,16.92,1.77,0,0.01
11.33,19.76,7.5,0.14,0.12
0.27,0.03,0,0,0
0,0,0,0,0
1.21,1.59,0,0,0
3.24,7.46,1.32,0,0.02
1.95,3.24,0,0,0
0.09,0,0,0,0
1,0,0,0,0
0.05,0.06,0,0,0
5.37,25.26,0,0,0
1.74,2.02,0,0,0
1.91,6.59,0,0,0
13.23,29.08,7.02,0.01,0.03
1.67,1.4,0,0,0
24.25,58.26,5.51,0,0
1,0,0,0,0
3.14,10.85,0.01,0,0
1.12,1.81,0,0,0
0,0,0,0,0
0.03,0,0,0,0
15.16,42,5.03,0,0.01
0.69,0.34,0,0,0
1.14,0,0,0,0
0,0,0,0,0
19.53,41.78,10.62,0.01,0.03
0.16,0,0,0,0
5.36,19.78,0.5,0,0
0.19,0,0,0,0
1.08,2.18,0,0,0
11.38,28.79,4.51,0.04,0.17
5.37,14.78,1.81,0,0.01
12.01,23.34,7.71,0.15,0.11
52.18,73.71,42.38,0.21,0.36
0.39,0.94,0.01,0,0
0.9,1.84,0.01,0,0
29.5,60.44,13.92,0,0.01
0,0,0,0,0
4.85,13.95,1.6,0,0
0.25,0.17,0,0,0
0.72,0,0,0,0
3.92,9.28,1.46,0,0.03
0,0,0,0,0
2,4.66,0.74,0,0.02
0,0,0,0,0
9.99,36.5,0.55,0,0
0.88,0.91,0,0,0
12.22,21.08,8.41,0.29,0.21
1.15,3.33,0,0,0
2.34,7.04,0.6,0,0
0.15,0.01,0,0,0
2.15,5.62,0.28,0,0
4.93,15.13,0.83,0,0.02
5.01,17.91,0.63,0,0
1.36,3.28,0,0,0
0.8,1.92,0.12,0,0
3.71,10.87,1.08,0,0
0.9,2.46,0.19,0,0
0,0,0,0,0
8,37.48,0.02,0,0
0.9,1.49,0,0,0
2.53,14.13,0,0,0
0.28,0.02,0,0,0
18.31,49.4,2.75,0,0
0.55,0.55,0,0,0
1.13,0.25,0,0,0
0.17,0,0,0,0
29.18,60,12.16,0,0.01
0.3,0.52,0,0,0
0,0,0,0,0
1,0.05,0,0,0
18.65,34.02,12.13,0.11,0.12
1.13,3.11,0.02,0,0
2.41,7.78,0.06,0,0
0.03,0,0,0,0
9.95,28.98,2.87,0,0
1.02,0.09,0,0,0
0.95,0.04,0,0,0
2.54,10.47,0,0,0
0.1,0,0,0,0
0.61,0.51,0,0,0
0.21,0,0,0,0
1.58,3.66,0.09,0,0
9.11,20.4,4.04,0.11,0.15
2.85,7.3,0.58,0,0
0.01,0,0,0,0
1.84,4.7,0.27,0,0
6.45,25.95,0.27,0,0
25.01,55.82,10.49,0,0
12.18,34.88,3.87,0,0
4.38,19.97,0,0,0
3.48,17.95,0,0,0
4.37,21.6,0,0,0
0,0,0,0,0
0.23,0.27,0,0,0
6.83,38.02,0,0,0
7.36,15.93,3.77,0.02,0.02
0,0,0,0,0
13.71,41.55,0.57,0,0
0.7,1.12,0,0,0
2.88,12.63,0,0,0
0.41,0.03,0,0,0
11.27,40.38,0,0,0
3.54,14.38,0.06,0,0
2.08,7.02,0,0,0
11,30.26,3.53,0,0
0.94,0.39,0,0,0
2.63,7.52,0.45,0,0
4.43,13.78,1.11,0,0
1.11,0,0,0,0
14.33,29.72,7.8,0.08,0.13
6.68,39.14,0,0,0
0.8,0,0,0,0
1.83,6.08,0,0,0
0.18,0,0,0,0
14.37,35.04,6.11,0.02,0.04
2.62,12.15,0,0,0
1.1,0,0,0,0
10.4,19.54,6.82,0.17,0.2
0,0,0,0,0
0.67,0.09,0,0,0
2.45,8.51,0,0,0
6.68,38.83,0,0,0
0.65,0.99,0,0,0
14.68,39.95,5.48,0,0.01
16.63,46.64,4.04,0,0
1.96,4.07,0.01,0,0
0.5,0.63,0,0,0
0.44,0.73,0,0,0
1.43,3.92,0.01,0,0
5.63,24.82,0.12,0,0
0,0,0,0,0
3.94,16.93,0,0,0
0,0,0,0,0
0.74,0,0,0,0
4.16,8.98,1.89,0.01,0
1.78,4.94,0,0,0
8.58,22.27,3.14,0.01,0.03
2.38,6.7,0.02,0,0
1.53,3.79,0.2,0,0
1.22,3.75,0.02,0,0
4.43,10.67,1.63,0.01,0.05
0.01,0,0,0,0
0.75,1.69,0.01,0,0
0,0,0,0,0
0.01,0,0,0,0
0.08,0,0,0,0
1.23,2.61,0.02,0,0
2.37,7.58,0,0,0
3.76,12.91,0.11,0,0
2.22,6.57,0.01,0,0
1.06,2.14,0.01,0,0
0.53,0.02,0,0,0
1.95,5.43,0.34,0,0
0.35,0.6,0,0,0
5.47,12.33,2.38,0,0.01
0.1,0,0,0,0
1.21,1.95,0,0,0
9.94,41.28,0,0,0
1.76,4.39,0.29,0,0.01
1.15,1.56,0,0,0
1.65,2.78,0,0,0
4.87,19.6,0.29,0,0
1.4,3.09,0,0,0
0.14,0.02,0,0,0
0.54,1.12,0.01,0,0
0.23,0.33,0,0,0
2.35,8.55,0,0,0
1.12,0,0,0,0
0.63,1.21,0.01,0,0
2.42,7.78,0.2,0,0
0.01,0.01,0,0,0
0.64,1.02,0,0,0
0.81,1.58,0.04,0,0
3.62,10.21,0.81,0,0
0,0,0,0,0
1.2,3.63,0.14,0,0
1.59,0,0,0,0
1.05,0.4,0,0,0
0.99,0,0,0,0
23.92,55.45,8.19,0,0
5.66,27.34,0,0,0
3.07,8.7,0.55,0,0
20.07,42.31,11.82,0.11,0.19
1.01,0,0,0,0
1.33,3.31,0.26,0,0
14.92,43.64,0.67,0,0
2.23,9.51,0,0,0
7.78,33.34,0.15,0,0
8.94,23.79,2.65,0,0
11.73,30.72,4.37,0,0.01
0.38,0,0,0,0
1.24,2.95,0.08,0,0
0.66,0,0,0,0
2.18,5.95,0.04,0,0
2.97,10.86,0.01,0,0
0.36,0,0,0,0
0.95,0.47,0,0,0
17.17,46.71,4.11,0,0
0.15,0,0,0,0
0.09,0.01,0,0,0
1.17,0.48,0,0,0
0.06,0,0,0,0
1.23,0,0,0,0
0.66,1.22,0.04,0,0
0.41,0.76,0,0,0
0.93,0,0,0,0
0.66,0,0,0,0
20.09,44.01,10.25,0.01,0.03
10.44,19.7,6.83,0.09,0.15
8.57,17.24,4.88,0.02,0.05
5.36,21.93,0.05,0,0
0,0,0,0,0
0.69,0.59,0,0,0
7.69,23.86,1.75,0,0
12.91,36.72,3.59,0,0
0.89,0.13,0,0,0
1.16,0,0,0,0
1.84,4.36,0,0,0
0.68,0.05,0,0,0
1.06,0.76,0,0,0
19.82,45.14,10.74,0.01,0.03
3.71,17.22,0.03,0,0
6.9,17.85,2.34,0,0
4.75,15.14,0.52,0,0
2.2,6.77,0.11,0,0
2,4.83,0.03,0,0
0.16,0.29,0,0,0
1.06,0,0,0,0
0.44,0.01,0,0,0
0.98,0.01,0,0,0
54.98,78.57,45.99,0,0.04
3.5,16.95,0,0,0
1.39,3.45,0.03,0,0
4.46,20.16,0,0,0
0.05,0,0,0,0
0.83,0.04,0,0,0
1,0,0,0,0
7.54,21.73,2.17,0,0
22.67,56.56,3.78,0,0.01
0.01,0,0,0,0
48.9,73.2,37.97,0.06,0.45
6.61,28.29,0.08,0,0
15.5,30.77,9.01,0.07,0.1
4.07,8.81,1.82,0.01,0.04
0.04,0.01,0,0,0
0.2,0.27,0,0,0
0,0,0,0,0
2.53,8.96,0.16,0,0
2.22,6.39,0,0,0
81.55,93.03,71.95,0.4,0.78
0.81,1.67,0.02,0,0
13.68,39.97,3.81,0,0
8.21,18.68,3.94,0.03,0.03
4.94,19.02,0.17,0,0
1.11,1.91,0,0,0
1.4,2.11,0.01,0,0
0,0,0,0,0
6.12,18.74,0.99,0,0
2.57,8.62,0,0,0
22.64,55.35,5.46,0,0
1.73,4.18,0,0,0
8.32,27.81,1.61,0,0
1.59,1.48,0,0,0
5.92,29.06,0.02,0,0
3.95,14.35,0.1,0,0
15.02,29.29,8.95,0.12,0.16
66.09,87.72,60.85,0,0.06
2.31,5.87,0.29,0,0
3.93,13.84,0.12,0,0
0.02,0,0,0,0
1.69,4.67,0.17,0,0
0.3,0,0,0,0
4.09,20.2,0,0,0
3.05,11.82,0,0,0
5.37,19.96,0.41,0,0
7.34,29.7,0.26,0,0
5.45,24.77,0.01,0,0
4.16,14.27,0.24,0,0
2.1,6.31,0.01,0,0
0.75,0,0,0,0
12.68,31.26,5.26,0.05,0.05
2.45,6.41,0.96,0,0.02
0,0,0,0,0
14.46,32.82,7.66,0.01,0.04
2.09,6.33,0.08,0,0
0,0,0,0,0
2.35,8.37,0,0,0
0.93,0,0,0,0
16.93,47.71,2.22,0,0.05
0.49,0.24,0,0,0
0.08,0.21,0,0,0
1.41,3.74,0.21,0,0
0,0,0,0,0
4.77,10.46,2.38,0.02,0.03
0,0,0,0,0
1.72,4.68,0.08,0,0
0.49,0.94,0.01,0,0
1.02,0,0,0,0
3,9.63,0,0,0
1.87,4.24,0.47,0,0
0.83,0.23,0,0,0
2.93,11.3,0,0,0
1.18,2.13,0,0,0
1.25,0,0,0,0
0,0,0,0,0
0.43,0.46,0.01,0,0
2.35,5.7,0.25,0,0
3.03,6.99,1.25,0.01,0.01
0.99,1.3,0,0,0
1.26,3.31,0.02,0,0
4.58,15.87,0.34,0,0
0.8,0.61,0,0,0
0,0,0,0,0
1.02,0,0,0,0
0,0,0,0,0
0.22,0.17,0,0,0
1.37,1.39,0,0,0
0,0,0,0,0
1.11,0.12,0,0,0
4.45,20.67,0,0,0
57.35,80.84,48.49,0.02,0.17
19.6,50.85,3.34,0,0
0.59,1.42,0.02,0,0
0.81,0,0,0,0
4.7,23.08,0,0,0
1.6,0.18,0,0,0
0.99,0,0,0,0
1.14,2.71,0,0,0
0.88,1.38,0,0,0
6.19,27.89,0.04,0,0
12.12,34.95,3.09,0,0.01
0.54,0.54,0,0,0
1.4,0.87,0,0,0
0.04,0,0,0,0
1.29,1.63,0,0,0
16.59,35.11,8.96,0.01,0.02
1.57,1.82,0,0,0
6.86,18.56,1.86,0,0
0,0,0,0,0
0,0,0,0,0
1.71,3.98,0.12,0,0
13.76,41.28,2.86,0,0
1.22,0.39,0,0,0
2.18,5.45,0.07,0,0
13.64,39.79,0.15,0,0
3.16,9.51,0.77,0,0
0,0,0,0,0
0.07,0,0,0,0
6.39,14.69,2.72,0.01,0
2.17,6.02,0.01,0,0
0,0,0,0,0
8.44,21.91,3.33,0.01,0.04
14.71,41.29,0.96,0,0
1.06,0,0,0,0
1.09,3.23,0.21,0,0
9.48,28.1,2.1,0,0
0.01,0,0,0,0
7.94,34.79,0.06,0,0
2.76,8.03,0.01,0,0
0.96,0.64,0,0,0
25.91,56.9,9.49,0,0
0.2,0.18,0,0,0
9.25,15.62,6.37,0.24,0.22
3.48,15.42,0,0,0
4.85,22.48,0,0,0
0,0,0,0,0
7.31,30.42,0.14,0,0
2.09,5.07,0.15,0,0
13.71,38.1,4.38,0,0
0.04,0.02,0,0,0
31.05,59.66,18.17,0,0.05
10.84,24.73,5.64,0.03,0.02
0.25,0,0,0,0
1.35,3,0.09,0,0
0,0,0,0,0
0,0,0,0,0
7.36,18.6,2.77,0,0.01
1.92,1.78,0,0,0
1.2,1.34,0,0,0
7.26,24.08,1.38,0,0
1.14,2.27,0.02,0,0
0,0,0,0,0
6.43,27.4,0.1,0,0
0.59,0.55,0,0,0
4.42,11.28,1.48,0,0
1.06,0,0,0,0
0.31,0.84,0.05,0,0
6.84,19.57,1.89,0.01,0
7.79,33.73,0.11,0,0
2.98,10.83,0.05,0,0
0.29,0.02,0,0,0
5.42,28.79,0,0,0
0,0,0,0,0
1.73,5.27,0.21,0,0
4.08,19.34,0,0,0
1.49,3.84,0.02,0,0
3.14,9.19,0.31,0,0
4.97,10.87,2.17,0.03,0.1
0.81,0,0,0,0
0.51,0.01,0,0,0
0.83,0.21,0,0,0
0,0,0,0,0
0.32,0.23,0,0,0
1.9,4.38,0.8,0,0.02
0.24,0.15,0,0,0
4.11,21.44,0,0,0
1.71,5.45,0,0,0
3.75,13.52,0.32,0,0
0.16,0,0,0,0
1.77,3.79,0.03,0,0
1.38,2.63,0,0,0
56.03,75.06,46.6,1,1.2
1.8,4.84,0.1,0,0
1.36,0.64,0,0,0
1.46,4.24,0.15,0,0
3.98,9.92,1.13,0,0
0.55,1.53,0.01,0,0
2.12,6.68,0.12,0,0
3.1,7.13,1.2,0,0.01
11.01,29.98,4,0,0.01
0.91,0,0,0,0
0.92,0.06,0,0,0
6.48,21.65,1.2,0,0.01
4.69,23.32,0,0,0
1.03,0.16,0,0,0
0.01,0,0,0,0
1.37,2.19,0,0,0
1.19,2.9,0.16,0,0
31.3,56.21,21.75,0.02,0.11
0.16,0,0,0,0
4.15,20.38,0,0,0
0.22,0.1,0,0,0
29.75,60.4,14.04,0,0.04
0.18,0,0,0,0
1.64,4.17,0.07,0,0
2.44,8.43,0,0,0
3.1,9.84,0.08,0,0
0,0,0,0,0
14.63,44.39,2.66,0,0
11.35,20.61,7.46,0.22,0.22
3.92,8.57,1.76,0.02,0.01
3.35,10.1,0.74,0,0
2.37,7.82,0.19,0,0
1.02,0.08,0,0,0
0,0,0,0,0
3.17,8.7,0.99,0,0.01
0.35,0,0,0,0
5.72,23.14,0.46,0,0
0.42,0,0,0,0
4.49,19.77,0,0,0
1.3,2.32,0,0,0
0.86,0.1,0,0,0
3.91,13.63,0.36,0,0
15.29,34.6,7.29,0.07,0.06
18.35,59.07,1.99,0,0
22.11,48.84,11.08,0.06,0.19
4.86,18.17,0.39,0,0
0.22,0,0,0,0
0.04,0,0,0,0
1.22,3.14,0.13,0,0
0,0,0,0,0
0.61,0.93,0,0,0
2.74,7.65,0.34,0,0
0.03,0.03,0,0,0
3.93,12.81,0.79,0,0
0.35,0.17,0,0,0
0.41,0,0,0,0
5.86,20.61,0.23,0,0
1.07,0,0,0,0
6.7,18.05,1.98,0,0
12.17,24.95,6.95,0.05,0.08
5.38,9.79,3.39,0.16,0.13
0.85,0.21,0,0,0
33.47,63.33,20.32,0,0.03
0.09,0.05,0,0,0
1.94,5.07,0.12,0,0
2.83,10.39,0.01,0,0
1.19,0.01,0,0,0
14.98,45.31,1.95,0,0
2.02,5.57,0,0,0
1.31,1.89,0,0,0
2.17,6.27,0.41,0,0
0.13,0,0,0,0
11.99,40.28,0.04,0,0
29.84,50.68,21,0.14,0.24
0,0,0,0,0
27.49,39.09,21.78,1.81,1.68
2.11,6.97,0,0,0
2.99,10.04,0.01,0,0
0.47,0.16,0,0,0
0.02,0,0,0,0
0.04,0,0,0,0
10.56,37.29,0.62,0,0
1.63,3.51,0,0,0
0.89,2.74,0.12,0,0
0,0,0,0,0
1.09,1.75,0.02,0,0
0.88,1.24,0,0,0
0,0,0,0,0
1.31,0.34,0,0,0
0,0,0,0,0
0.4,0.75,0,0,0
0.8,0.22,0,0,0
6.55,40.23,0,0,0
4.38,15.46,0.27,0,0
1.1,0,0,0,0
5.88,21.31,0.39,0,0
1.08,0.26,0,0,0
1.72,4.84,0,0,0
1.09,0.17,0,0,0
21.72,44.89,11.92,0.01,0.09
0.7,1.29,0.04,0,0
0.53,0.33,0,0,0
0,0,0,0,0
1.86,4.62,0.38,0,0
1.85,5.29,0.34,0,0
8.5,22.4,3.17,0,0.02
3.54,17.47,0.01,0,0
1.09,1,0,0,0
5.9,15.98,2.07,0,0
6.13,15.3,2.38,0,0.02
4.1,17.72,0.04,0,0
0.77,0,0,0,0
0.43,0.01,0,0,0
2.14,6.7,0.12,0,0
41.72,62.57,32.46,0.24,0.49
1.73,5,0.19,0,0
1,0.06,0,0,0
19.47,34.12,13.5,0.38,0.33
23.42,52.01,11.56,0,0.07
0.33,0.61,0,0,0
1.31,3.4,0.35,0,0
23.62,38.56,16.53,0.34,0.41
0,0,0,0,0
18.37,27.43,13.88,0.95,0.82
0.19,0.07,0,0,0
1.95,5.33,0,0,0
14.13,30.45,8.01,0.08,0.09
5.01,24.62,0,0,0
10.96,38.57,0.79,0,0
9.12,37.66,0.02,0,0
7.39,16.78,2.93,0,0
3.54,16.12,0.02,0,0
5.05,15.94,1.01,0,0
4.65,18.3,0.11,0,0
15.77,43.37,5.13,0,0
3.58,17.07,0,0,0
1.57,4.58,0.01,0,0
0.36,0,0,0,0
3.05,10.21,0.2,0,0
2.91,6.43,1.47,0.03,0.05
7.32,17.04,3.15,0.01,0.02
1.26,3.7,0.05,0,0
36.13,52.82,27.71,1.26,1.06
0,0,0,0,0
7.51,16.79,3.09,0,0.01
6.62,40.44,0,0,0
0.43,0.92,0.05,0,0
3.05,7.79,1.11,0,0.03
33.66,61.25,22.11,0.05,0.16
0,0,0,0,0
5.85,27.84,0.03,0,0
1.3,1.97,0,0,0
0,0,0,0,0
0.46,0.52,0,0,0
3.96,17.86,0,0,0
0,0,0,0,0
8.67,15,5.84,0.48,0.5
0.33,0.76,0.06,0,0
1.05,1.41,0,0,0
0.04,0,0,0,0
0.11,0.03,0,0,0
15.81,32.51,8.46,0.03,0.03
1.29,1.14,0,0,0
0.79,1.63,0,0,0
0.68,0.26,0,0,0
1.16,0,0,0,0
7.64,25.99,1.16,0,0
9.26,33.04,0.86,0,0
4.25,19.5,0,0,0
4.63,14.39,0.62,0,0
8.49,25.26,2.09,0,0
0.35,0,0,0,0
0.91,0.01,0,0,0
0.84,2.15,0.03,0,0
5.13,13.15,1.36,0,0
2.71,7.93,0.57,0,0
19.66,31.19,13.81,0.85,0.62
3.45,15.75,0,0,0
0.08,0.12,0,0,0
0.04,0,0,0,0
0.78,1.65,0,0,0
5.91,26.79,0.02,0,0
2.53,5.71,1.08,0.01,0.02
0.52,1.11,0.01,0,0
0,0,0,0,0
2.15,0,0,0,0
18.11,30.51,12.48,0.52,0.39
1.24,2.54,0,0,0
7.02,23.12,1.03,0,0
2.75,8.24,0.55,0,0
4.14,16.02,0.1,0,0
2.23,6.23,0.48,0,0
1.35,3.91,0.03,0,0
1.26,2.65,0.04,0,0
2.17,6.2,0.19,0,0
16.97,45.31,5.58,0,0.03
4.17,19.61,0,0,0
2.27,6.25,0,0,0
